PNR,baggage_id,first_name,last_name,org_airport,dest_airport,flt_code,flt_seq_num,dep_date
0GGDR8,2721917353,Rebecca,Phelps,BWI,SLC,UA0526,2,2/21/23
B8RDLE,1246985099,Cole,Bates,PHL,IAD,UA0147,1,2/25/23
B8RDLE,1246985099,Cole,Bates,IAD,CMH,UA0445,2,2/21/23
VM3Y9P,3432617879,Andrea,Carlson,SEA,CWA,UA0196,1,2/22/23
VM3Y9P,3432617879,Andrea,Carlson,CWA,MFE,UA0766,2,2/21/23
TG8F58,9113139431,Ryan,Cox,MSY,HRL,UA0831,1,2/25/23
TG8F58,9113139431,Ryan,Cox,HRL,ABQ,UA0993,2,2/21/23
UNY8ZH,8295325714,Melinda,Mitchell,TUL,ORF,UA0524,1,2/24/23
UNY8ZH,8295325714,Melinda,Mitchell,ORF,ECP,UA0481,2,2/21/23
585ZMQ,5541367652,Traci,Coleman,ROC,TPA,UA0941,1,2/25/23
585ZMQ,5541367652,Traci,Coleman,TPA,PHL,UA0021,2,2/21/23
Z18CLM,5258415540,John,Wilkerson,ROC,RIC,UA0299,1,2/21/23
Z18CLM,5258415540,John,Wilkerson,RIC,LGB,UA0696,2,2/21/23
LRA4GN,3614742565,David,Mercer,CLE,BMI,UA0177,1,2/24/23
LRA4GN,3614742565,David,Mercer,BMI,EUG,UA0778,2,2/21/23
52RKFP,6822404002,David,Meza,ACT,SDF,UA0551,1,2/23/23
52RKFP,6822404002,David,Meza,SDF,MFE,UA0593,2,2/21/23
CFB796,8658025362,Allison,Fritz,ECP,LAS,UA0459,1,2/23/23
CFB796,8658025362,Allison,Fritz,LAS,ICT,UA0842,2,2/21/23
E4FE8A,2344538783,Ashley,Klein,BZN,MHT,UA0235,1,2/24/23
E4FE8A,2344538783,Ashley,Klein,MHT,BHM,UA0915,2,2/21/23
94CPIR,210512150,Amanda,Williams,DEN,HRL,UA0143,1,2/22/23
94CPIR,210512150,Amanda,Williams,HRL,IAD,UA0148,2,2/21/23
7TBI3M,1217691998,Michael,Prince,ACT,BLI,UA0907,1,2/22/23
7TBI3M,1217691998,Michael,Prince,BLI,ALB,UA0295,2,2/21/23
JKG5S3,1763644070,Elizabeth,Ayers,JAX,RDU,UA0292,1,2/25/23
JKG5S3,1763644070,Elizabeth,Ayers,RDU,ELP,UA0895,2,2/21/23
NVO7ZK,8965658027,Michael,Stephens,HRL,CWA,UA0926,1,2/25/23
NVO7ZK,8965658027,Michael,Stephens,CWA,SMF,UA0105,2,2/21/23
B30YWP,4885958288,Caroline,Brown,SDF,JAC,UA0618,1,2/25/23
B30YWP,4885958288,Caroline,Brown,JAC,SNA,UA0700,2,2/21/23
PU6SO9,7498540140,Alexandra,Banks,OAK,SJC,UA0536,1,2/22/23
PU6SO9,7498540140,Alexandra,Banks,SJC,BTV,UA0742,2,2/21/23
BUX9V7,6857663089,James,Thornton,JAC,DTW,UA0156,1,2/21/23
BUX9V7,6857663089,James,Thornton,DTW,LGA,UA0502,2,2/21/23
YXSNXL,3512322828,Chelsea,Curtis,DTW,LAS,UA0748,1,2/25/23
YXSNXL,3512322828,Chelsea,Curtis,LAS,DCA,UA0856,2,2/21/23
I6VZ56,5855771886,Sheila,Bradford,GPT,BNA,UA0517,1,2/21/23
I6VZ56,5855771886,Sheila,Bradford,BNA,MHT,UA0397,2,2/21/23
VL26TS,3823699966,Jessica,Rivera,YUM,EVV,UA0588,1,2/21/23
VL26TS,3823699966,Jessica,Rivera,EVV,SBN,UA0088,2,2/21/23
9L5575,5799088960,Christopher,Valdez,OKC,MDT,UA0065,1,2/25/23
9L5575,5799088960,Christopher,Valdez,MDT,ABQ,UA0238,2,2/21/23
CI5BYW,5065297412,Bradley,White,EUG,DCA,UA0024,1,2/22/23
CI5BYW,5065297412,Bradley,White,DCA,ICT,UA0310,2,2/21/23
59PRFD,5782785644,Richard,Vasquez,RNO,MCI,UA0333,1,2/24/23
59PRFD,5782785644,Richard,Vasquez,MCI,BTV,UA0353,2,2/21/23
U71V50,410008043,Heather,Miller,MHT,MLI,UA0276,1,2/22/23
U71V50,410008043,Heather,Miller,MLI,HSV,UA0531,2,2/21/23
NF43N4,248876907,Lisa,Fletcher,TLH,MCO,UA0749,1,2/25/23
NF43N4,248876907,Lisa,Fletcher,MCO,PHX,UA0310,2,2/21/23
VFKCO6,4054638131,Michael,Hawkins,GPT,BHM,UA0977,1,2/21/23
VFKCO6,4054638131,Michael,Hawkins,BHM,DEN,UA0271,2,2/21/23
DAHJ1R,9085741519,Michael,Rose,HRL,BZN,UA0903,1,2/24/23
DAHJ1R,9085741519,Michael,Rose,BZN,TLH,UA0195,2,2/21/23
D6OICX,6507712718,Mark,Hall,DFW,IND,UA0698,1,2/21/23
D6OICX,6507712718,Mark,Hall,IND,YUM,UA0765,2,2/21/23
1D9LVD,3518548555,Ernest,Dixon,AVL,MCI,UA0341,1,2/22/23
1D9LVD,3518548555,Ernest,Dixon,MCI,BZN,UA0178,2,2/21/23
N6KBUD,4887194173,Colleen,Smith,ALB,STL,UA0807,1,2/25/23
N6KBUD,4887194173,Colleen,Smith,STL,AVL,UA0225,2,2/21/23
IXACQA,4798510377,Dennis,Holloway,PHL,LAS,UA0922,1,2/23/23
IXACQA,4798510377,Dennis,Holloway,LAS,PIT,UA0787,2,2/21/23
GMMVG4,2409852303,Melissa,Moyer,CLT,JFK,UA0053,1,2/24/23
GMMVG4,2409852303,Melissa,Moyer,JFK,FWA,UA0356,2,2/21/23
DZ7CUV,3992836057,Vanessa,Schmitt,SLC,MKE,UA0822,1,2/25/23
DZ7CUV,3992836057,Vanessa,Schmitt,MKE,DSM,UA0074,2,2/21/23
Y7ZF3F,3722875253,Antonio,Riddle,JAX,STL,UA0744,1,2/23/23
Y7ZF3F,3722875253,Antonio,Riddle,STL,JAN,UA0109,2,2/21/23
79943Z,172041557,Eddie,Adams,ACT,EWR,UA0851,1,2/24/23
79943Z,172041557,Eddie,Adams,EWR,MKE,UA0242,2,2/21/23
4KYZSJ,4429449377,Ryan,Mcconnell,SLC,FLL,UA0656,1,2/22/23
4KYZSJ,4429449377,Ryan,Mcconnell,FLL,SLC,UA0511,2,2/21/23
NFCY83,5584345124,Mark,Tyler,MCO,CWA,UA0394,1,2/21/23
NFCY83,5584345124,Mark,Tyler,CWA,JAC,UA0724,2,2/21/23
JUS1QM,4788847015,Victor,Griffith,BNA,SAN,UA0048,1,2/21/23
JUS1QM,4788847015,Victor,Griffith,SAN,MCO,UA0250,2,2/21/23
O4T0IA,6777129951,Robyn,Burch,SNA,AUS,UA0142,1,2/21/23
O4T0IA,6777129951,Robyn,Burch,AUS,SAV,UA0890,2,2/21/23
IIVZ7J,9369355453,Michael,Thomas,MIA,PBI,UA0420,1,2/22/23
IIVZ7J,9369355453,Michael,Thomas,PBI,YUM,UA0817,2,2/21/23
VBIBHE,3415499699,Ralph,Stout,CWA,LGB,UA0060,1,2/24/23
VBIBHE,3415499699,Ralph,Stout,LGB,BUF,UA0403,2,2/21/23
7DDU2Q,698952489,Cassandra,Mitchell,SEA,BTV,UA0612,1,2/22/23
7DDU2Q,698952489,Cassandra,Mitchell,BTV,GSP,UA0024,2,2/21/23
YJZZM0,3451078919,Jimmy,Gutierrez,JAC,ICT,UA0789,1,2/25/23
YJZZM0,3451078919,Jimmy,Gutierrez,ICT,LAS,UA0560,2,2/21/23
VIT4AK,9210754349,Alejandro,Leon,DFW,JAN,UA0182,1,2/24/23
VIT4AK,9210754349,Alejandro,Leon,JAN,HSV,UA0203,2,2/21/23
ZUUEXU,6000403918,Michael,Jordan,ILM,JAX,UA0492,1,2/22/23
ZUUEXU,6000403918,Michael,Jordan,JAX,GSP,UA0674,2,2/21/23
G1UJLE,8914021335,Brianna,Johnson,PDX,MCI,UA0470,1,2/25/23
G1UJLE,8914021335,Brianna,Johnson,MCI,MSP,UA0453,2,2/21/23
T7ZHYS,3073548229,Steven,Mejia,ORF,OKC,UA0494,1,2/22/23
T7ZHYS,3073548229,Steven,Mejia,OKC,ATL,UA0085,2,2/21/23
M1F8UC,8417075171,Kevin,Williams,AGS,LGA,UA0631,1,2/24/23
M1F8UC,8417075171,Kevin,Williams,LGA,PDX,UA0074,2,2/21/23
L2ZC3L,4298407357,Andrew,Stephenson,GRB,ORD,UA0936,1,2/21/23
L2ZC3L,4298407357,Andrew,Stephenson,ORD,OAK,UA0519,2,2/21/23
O8E2XI,4378453129,Roy,Cohen,RDU,FNT,UA0676,1,2/25/23
O8E2XI,4378453129,Roy,Cohen,FNT,BWI,UA0620,2,2/21/23
ZFXF76,5900822733,Vincent,Hernandez,ACT,IAD,UA0999,1,2/24/23
ZFXF76,5900822733,Vincent,Hernandez,IAD,BHM,UA0029,2,2/21/23
14EEVN,4122965156,Daniel,Thomas,CLE,BLI,UA0920,1,2/21/23
14EEVN,4122965156,Daniel,Thomas,BLI,BTV,UA0025,2,2/21/23
V7H432,6662109371,Cynthia,Romero,AVL,GPT,UA0958,1,2/25/23
V7H432,6662109371,Cynthia,Romero,GPT,PBI,UA0324,2,2/21/23
S54CWM,7645048251,Gabriel,Thomas,FWA,TPA,UA0696,1,2/24/23
S54CWM,7645048251,Gabriel,Thomas,TPA,ECP,UA0962,2,2/21/23
XQH178,5390331143,Kurt,Brandt,MEM,TUL,UA0485,1,2/23/23
XQH178,5390331143,Kurt,Brandt,TUL,MHT,UA0767,2,2/21/23
1TCSVR,432873214,Megan,Case,ONT,DCA,UA0140,1,2/23/23
1TCSVR,432873214,Megan,Case,DCA,BLI,UA0762,2,2/21/23
YGTAUG,2786734144,Robert,Ellis,FNT,SAT,UA0541,1,2/22/23
YGTAUG,2786734144,Robert,Ellis,SAT,GRR,UA0423,2,2/21/23
6K8Q1H,271210202,Tammy,Roberts,FNT,LGB,UA0609,1,2/24/23
6K8Q1H,271210202,Tammy,Roberts,LGB,PHX,UA0061,2,2/21/23
Y0QMU2,7508676770,Diana,Morris,GRB,RIC,UA0286,1,2/21/23
Y0QMU2,7508676770,Diana,Morris,RIC,JFK,UA0510,2,2/21/23
RRYCTJ,4174461540,David,Garza,FWA,SMF,UA0336,1,2/25/23
RRYCTJ,4174461540,David,Garza,SMF,RIC,UA0647,2,2/21/23
IEDSTI,5219327906,William,Horton,MFE,ONT,UA0094,1,2/21/23
IEDSTI,5219327906,William,Horton,ONT,MHT,UA0606,2,2/21/23
MQDBO7,2760687362,Lisa,Erickson,TPA,GPT,UA0265,1,2/23/23
MQDBO7,2760687362,Lisa,Erickson,GPT,TUL,UA0294,2,2/21/23
K9Y7X6,5854596461,Michael,Bullock,OAK,CAE,UA0899,1,2/22/23
K9Y7X6,5854596461,Michael,Bullock,CAE,BOS,UA0003,2,2/21/23
RKAANG,7615431698,Michael,Parker,MFE,RNO,UA0327,1,2/21/23
RKAANG,7615431698,Michael,Parker,RNO,ATL,UA0192,2,2/21/23
3JEQ9W,2550076972,Timothy,Clements,FLL,BMI,UA0853,1,2/25/23
3JEQ9W,2550076972,Timothy,Clements,BMI,ORD,UA0252,2,2/21/23
TBYFMR,4706274099,Austin,Hubbard,OMA,FAR,UA0039,1,2/25/23
TBYFMR,4706274099,Austin,Hubbard,FAR,CMH,UA0083,2,2/21/23
SDDD2I,8686524729,John,Vasquez,LAS,ECP,UA0449,1,2/23/23
SDDD2I,8686524729,John,Vasquez,ECP,ILM,UA0797,2,2/21/23
IHRB7N,4530871097,Angela,Barnes,MIA,SAV,UA0860,1,2/25/23
IHRB7N,4530871097,Angela,Barnes,SAV,BZN,UA0517,2,2/21/23
O221AU,7290689118,Jessica,Ewing,MCI,MDT,UA0313,1,2/25/23
O221AU,7290689118,Jessica,Ewing,MDT,HRL,UA0924,2,2/21/23
B1ZO02,1639762350,Anthony,Russell,BWI,FWA,UA0755,1,2/24/23
B1ZO02,1639762350,Anthony,Russell,FWA,HNL,UA0289,2,2/21/23
AFBC88,3146300542,James,Holmes,CLT,OAK,UA0014,1,2/25/23
AFBC88,3146300542,James,Holmes,OAK,CLT,UA0738,2,2/21/23
3444DH,7135333283,Elizabeth,Ward,ALB,ECP,UA0036,1,2/25/23
3444DH,7135333283,Elizabeth,Ward,ECP,JFK,UA0136,2,2/21/23
37CMWS,7240164205,Brandon,Alexander,SNA,PHX,UA0864,1,2/21/23
37CMWS,7240164205,Brandon,Alexander,PHX,SBN,UA0460,2,2/21/23
E49HF4,8708202613,Connie,Mullins,HSV,ILM,UA0318,1,2/25/23
E49HF4,8708202613,Connie,Mullins,ILM,SAN,UA0125,2,2/21/23
XTR6S4,6644611605,Stacey,Hamilton,LGA,BHM,UA0119,1,2/21/23
XTR6S4,6644611605,Stacey,Hamilton,BHM,SMF,UA0372,2,2/21/23
JOS5R7,5147750496,Noah,Cunningham,PDX,CLT,UA0504,1,2/25/23
JOS5R7,5147750496,Noah,Cunningham,CLT,JAN,UA0063,2,2/21/23
Y0IQR4,252404608,Carolyn,Diaz,JAX,BNA,UA0567,1,2/21/23
Y0IQR4,252404608,Carolyn,Diaz,BNA,GRB,UA0052,2,2/21/23
MLJT13,8913188334,Elizabeth,Jackson,CAE,MHT,UA0161,1,2/25/23
MLJT13,8913188334,Elizabeth,Jackson,MHT,GRR,UA0004,2,2/21/23
S3CIN0,3197186858,Jasmine,Erickson,ACT,MYR,UA0634,1,2/25/23
S3CIN0,3197186858,Jasmine,Erickson,MYR,SAT,UA0788,2,2/21/23
F1Z7SU,3790401868,Jason,Kim,SEA,PHL,UA0034,1,2/24/23
F1Z7SU,3790401868,Jason,Kim,PHL,OMA,UA0770,2,2/21/23
CWRNVT,8841600405,Laura,Harding,FLL,PHX,UA0192,1,2/22/23
CWRNVT,8841600405,Laura,Harding,PHX,YUM,UA0022,2,2/21/23
FUPVQZ,6477334525,Pamela,Bennett,CMH,LGA,UA0090,1,2/21/23
FUPVQZ,6477334525,Pamela,Bennett,LGA,JAN,UA0319,2,2/21/23
B5EODC,1718810034,Robert,Bailey,IAD,MEM,UA0625,1,2/25/23
B5EODC,1718810034,Robert,Bailey,MEM,EVV,UA0139,2,2/21/23
IKQ9FA,2092832041,David,Shields,CWA,DAL,UA0088,1,2/25/23
IKQ9FA,2092832041,David,Shields,DAL,ORF,UA0030,2,2/21/23
QGO8NA,3804198080,Debra,Huff,CMH,BHM,UA0621,1,2/21/23
QGO8NA,3804198080,Debra,Huff,BHM,SJC,UA0982,2,2/21/23
VEISBL,7250439334,Barbara,Campos,MDT,AUS,UA0580,1,2/22/23
VEISBL,7250439334,Barbara,Campos,AUS,BOS,UA0446,2,2/21/23
XTXPDQ,9870183977,Joseph,Dickson,MHT,GRB,UA0105,1,2/21/23
XTXPDQ,9870183977,Joseph,Dickson,GRB,DCA,UA0770,2,2/21/23
57EG71,6983665251,Dustin,Smith,GPT,SAN,UA0399,1,2/21/23
57EG71,6983665251,Dustin,Smith,SAN,MCO,UA0178,2,2/21/23
30ZE0X,4617802691,Matthew,Smith,LAS,AGS,UA0986,1,2/24/23
30ZE0X,4617802691,Matthew,Smith,AGS,MCO,UA0967,2,2/21/23
ET3JRU,6178400382,Roger,Cherry,MIA,BWI,UA0597,1,2/22/23
ET3JRU,6178400382,Roger,Cherry,BWI,HNL,UA0403,2,2/21/23
CFTMQZ,5341253097,Richard,Small,BMI,SMF,UA0680,1,2/23/23
CFTMQZ,5341253097,Richard,Small,SMF,DCA,UA0320,2,2/21/23
A6OJKE,2882638906,Pedro,Perry,AUS,LAS,UA0227,1,2/24/23
A6OJKE,2882638906,Pedro,Perry,LAS,JAX,UA0349,2,2/21/23
5KBYKA,8930072501,James,Thompson,RDU,SLC,UA0804,1,2/24/23
5KBYKA,8930072501,James,Thompson,SLC,HRL,UA0661,2,2/21/23
NHC86H,4718970234,Alex,Shaw,TLH,CWA,UA0123,1,2/24/23
NHC86H,4718970234,Alex,Shaw,CWA,YUM,UA0649,2,2/21/23
2P6L9B,9818310831,Meghan,Anderson,TLH,JAC,UA0726,1,2/22/23
2P6L9B,9818310831,Meghan,Anderson,JAC,ILM,UA0724,2,2/21/23
1DJI1M,4657765278,Angela,Payne,ACT,GPT,UA0458,1,2/25/23
1DJI1M,4657765278,Angela,Payne,GPT,PBI,UA0276,2,2/21/23
8ZCFVK,6562312843,Anna,Blackwell,ABQ,RIC,UA0881,1,2/22/23
8ZCFVK,6562312843,Anna,Blackwell,RIC,LAX,UA0898,2,2/21/23
3DWM1C,1221137521,James,Cole,FLL,LAX,UA0624,1,2/24/23
3DWM1C,1221137521,James,Cole,LAX,MCI,UA0035,2,2/21/23
08STMY,8373929327,Thomas,Cook,TPA,JAC,UA0875,1,2/23/23
08STMY,8373929327,Thomas,Cook,JAC,EVV,UA0596,2,2/21/23
7LZWRW,4090322654,Daniel,Powell,ABQ,ELP,UA0599,1,2/24/23
7LZWRW,4090322654,Daniel,Powell,ELP,EWR,UA0087,2,2/21/23
7ZSTTS,4595848987,Lori,Reyes,OKC,MSP,UA0485,1,2/25/23
7ZSTTS,4595848987,Lori,Reyes,MSP,OKC,UA0579,2,2/21/23
GNWPI9,5348361643,Terri,Robinson,CAE,PDX,UA0477,1,2/25/23
GNWPI9,5348361643,Terri,Robinson,PDX,PBI,UA0568,2,2/21/23
UZ3U80,9804603808,Angela,Barrett,AVL,MCI,UA0000,1,2/23/23
UZ3U80,9804603808,Angela,Barrett,MCI,OAK,UA0639,2,2/21/23
11KYX8,5566666696,Jessica,Moore,MFE,YUM,UA0734,1,2/24/23
11KYX8,5566666696,Jessica,Moore,YUM,FWA,UA0043,2,2/21/23
HRNT3B,7930242935,Robert,Hill,ILM,MIA,UA0486,1,2/22/23
HRNT3B,7930242935,Robert,Hill,MIA,SAV,UA0238,2,2/21/23
O4OPAK,1009703439,Seth,Welch,FNT,IND,UA0928,1,2/21/23
O4OPAK,1009703439,Seth,Welch,IND,OKC,UA0307,2,2/21/23
TXTTQQ,9919284013,Jennifer,Thomas,HNL,OKC,UA0728,1,2/24/23
TXTTQQ,9919284013,Jennifer,Thomas,OKC,ORD,UA0739,2,2/21/23
MXPY6S,9290860707,Nicole,Young,TPA,OMA,UA0362,1,2/23/23
MXPY6S,9290860707,Nicole,Young,OMA,CLT,UA0739,2,2/21/23
AI9ZEK,338134188,Richard,Bryant,HRL,EUG,UA0036,1,2/25/23
AI9ZEK,338134188,Richard,Bryant,EUG,CWA,UA0461,2,2/21/23
B2CM8Q,7456756424,Sarah,Allen,SMF,PHX,UA0263,1,2/22/23
B2CM8Q,7456756424,Sarah,Allen,PHX,EVV,UA0869,2,2/21/23
XR2ZM7,7382896764,Elizabeth,Wells,BUF,CMH,UA0468,1,2/23/23
XR2ZM7,7382896764,Elizabeth,Wells,CMH,DEN,UA0108,2,2/21/23
MF0R93,5133898424,Haley,Gonzalez,DFW,MKE,UA0888,1,2/21/23
MF0R93,5133898424,Haley,Gonzalez,MKE,ELP,UA0735,2,2/21/23
7D9BSV,5298119473,Kimberly,Butler,SMF,MCO,UA0288,1,2/21/23
7D9BSV,5298119473,Kimberly,Butler,MCO,ATL,UA0349,2,2/21/23
M7G7IF,2131756107,Sandra,Wilcox,SNA,DFW,UA0896,1,2/25/23
M7G7IF,2131756107,Sandra,Wilcox,DFW,EVV,UA0038,2,2/21/23
97VY89,9585359552,David,Turner,MYR,SMF,UA0180,1,2/21/23
97VY89,9585359552,David,Turner,SMF,BUF,UA0409,2,2/21/23
SX5ID2,7913470845,Kendra,Moore,TUL,JFK,UA0831,1,2/23/23
SX5ID2,7913470845,Kendra,Moore,JFK,DTW,UA0564,2,2/21/23
FPJI70,1318825824,Nicole,Hopkins,MCO,SNA,UA0548,1,2/21/23
FPJI70,1318825824,Nicole,Hopkins,SNA,PDX,UA0985,2,2/21/23
O0DFLC,7299671657,Donna,Simmons,HNL,OMA,UA0523,1,2/22/23
O0DFLC,7299671657,Donna,Simmons,OMA,ELP,UA0241,2,2/21/23
8QLCD1,9981379739,Christina,Cohen,DEN,MYR,UA0083,1,2/24/23
8QLCD1,9981379739,Christina,Cohen,MYR,PHX,UA0610,2,2/21/23
NTKR9K,5185048739,Penny,Garcia,AGS,CLT,UA0220,1,2/25/23
NTKR9K,5185048739,Penny,Garcia,CLT,AGS,UA0695,2,2/21/23
L162AI,6484877555,Savannah,Bailey,SFO,PBI,UA0521,1,2/21/23
L162AI,6484877555,Savannah,Bailey,PBI,JAN,UA0741,2,2/21/23
8IIQO4,3548710897,Michael,Elliott,ORF,SJC,UA0705,1,2/22/23
8IIQO4,3548710897,Michael,Elliott,SJC,ATL,UA0216,2,2/21/23
5V9SKJ,5265122001,Malik,Rogers,MCO,ATL,UA0036,1,2/22/23
5V9SKJ,5265122001,Malik,Rogers,ATL,CLE,UA0384,2,2/21/23
ZT3Z18,9660165467,Jennifer,White,SAN,MFE,UA0674,1,2/24/23
ZT3Z18,9660165467,Jennifer,White,MFE,SAT,UA0662,2,2/21/23
NJL52U,7662903638,Troy,Clark,EVV,MEM,UA0455,1,2/22/23
NJL52U,7662903638,Troy,Clark,MEM,BOS,UA0806,2,2/21/23
SUKQ2L,3920784695,Julie,Chandler,STL,OAK,UA0490,1,2/23/23
SUKQ2L,3920784695,Julie,Chandler,OAK,TPA,UA0210,2,2/21/23
NB1X6R,4713979005,Keith,Garcia,BWI,JAC,UA0547,1,2/24/23
NB1X6R,4713979005,Keith,Garcia,JAC,DFW,UA0456,2,2/21/23
HCNFNQ,984196971,Phillip,Harris,GRB,GPT,UA0755,1,2/24/23
HCNFNQ,984196971,Phillip,Harris,GPT,MSY,UA0462,2,2/21/23
GODRXW,5121134044,Ashley,Kelley,BWI,ORF,UA0236,1,2/21/23
GODRXW,5121134044,Ashley,Kelley,ORF,CAE,UA0641,2,2/21/23
0J7O1G,1351790662,Adam,Barnett,EUG,GSP,UA0202,1,2/24/23
0J7O1G,1351790662,Adam,Barnett,GSP,PHX,UA0564,2,2/21/23
NPMR2C,1160079204,Tyler,Juarez,RIC,MFE,UA0410,1,2/25/23
NPMR2C,1160079204,Tyler,Juarez,MFE,ATL,UA0031,2,2/21/23
WMAYU7,9873143576,Christina,Donovan,JAN,DEN,UA0134,1,2/21/23
WMAYU7,9873143576,Christina,Donovan,DEN,JFK,UA0096,2,2/21/23
COMGZ5,6981975731,Katrina,Atkinson,RSW,GSP,UA0512,1,2/24/23
COMGZ5,6981975731,Katrina,Atkinson,GSP,DTW,UA0414,2,2/21/23
GNLV4E,6437325425,Elijah,Smith,ALB,ORD,UA0399,1,2/21/23
GNLV4E,6437325425,Elijah,Smith,ORD,SAT,UA0321,2,2/21/23
XQEEAO,5969972147,Robyn,Rivera,MFE,JAN,UA0656,1,2/23/23
XQEEAO,5969972147,Robyn,Rivera,JAN,IAD,UA0570,2,2/21/23
73EEWT,4530412071,Tonya,Krueger,MIA,JAX,UA0540,1,2/25/23
73EEWT,4530412071,Tonya,Krueger,JAX,BOS,UA0443,2,2/21/23
90GR11,5719693295,Sarah,Kirk,BHM,MSY,UA0113,1,2/25/23
90GR11,5719693295,Sarah,Kirk,MSY,HRL,UA0799,2,2/21/23
2N78VQ,7580347730,Patrick,Norman,MLI,MSY,UA0447,1,2/21/23
2N78VQ,7580347730,Patrick,Norman,MSY,CLE,UA0653,2,2/21/23
Y4BSRE,8006060723,Shannon,Kelley,GSP,BMI,UA0441,1,2/23/23
Y4BSRE,8006060723,Shannon,Kelley,BMI,CWA,UA0890,2,2/21/23
U7MHIB,9684491520,Amanda,Khan,FAR,LGB,UA0464,1,2/24/23
U7MHIB,9684491520,Amanda,Khan,LGB,JAC,UA0995,2,2/21/23
03KDN8,2812410247,Robert,Schmitt,PBI,GSP,UA0205,1,2/21/23
03KDN8,2812410247,Robert,Schmitt,GSP,OMA,UA0768,2,2/21/23
MSM7OS,1518347826,Samuel,Yoder,CAE,AVL,UA0881,1,2/24/23
MSM7OS,1518347826,Samuel,Yoder,AVL,TPA,UA0302,2,2/21/23
25EXYR,2628159816,Melissa,Tyler,SDF,FAR,UA0909,1,2/24/23
25EXYR,2628159816,Melissa,Tyler,FAR,MIA,UA0317,2,2/21/23
8YATWO,1186434860,Lisa,Stephens,BHM,MCI,UA0746,1,2/25/23
8YATWO,1186434860,Lisa,Stephens,MCI,BTV,UA0394,2,2/21/23
GMYNN0,9574952834,Martha,Bennett,RSW,IAD,UA0597,1,2/25/23
GMYNN0,9574952834,Martha,Bennett,IAD,FNT,UA0497,2,2/21/23
3AXS1N,3253291479,Christopher,Manning,ORF,ELP,UA0333,1,2/23/23
3AXS1N,3253291479,Christopher,Manning,ELP,FAR,UA0656,2,2/21/23
W5O987,4327815759,Allen,Wood,IND,CLT,UA0202,1,2/25/23
W5O987,4327815759,Allen,Wood,CLT,MLI,UA0669,2,2/21/23
CIZD08,1564302266,Daniel,Reyes,GRR,JFK,UA0518,1,2/23/23
CIZD08,1564302266,Daniel,Reyes,JFK,CWA,UA0899,2,2/21/23
6L1OU4,2268478756,Jerry,Barrett,MSP,ORF,UA0202,1,2/23/23
6L1OU4,2268478756,Jerry,Barrett,ORF,GRB,UA0457,2,2/21/23
0F57RP,4300392076,Lisa,Potter,FWA,MDT,UA0270,1,2/22/23
0F57RP,4300392076,Lisa,Potter,MDT,MFE,UA0991,2,2/21/23
HQL5JT,9270102566,Angela,Barry,BOS,DTW,UA0097,1,2/25/23
HQL5JT,9270102566,Angela,Barry,DTW,PDX,UA0480,2,2/21/23
P8D0B0,5640723127,Sophia,Knight,AUS,LGB,UA0892,1,2/21/23
P8D0B0,5640723127,Sophia,Knight,LGB,OAK,UA0050,2,2/21/23
E09TC8,6146993879,Kevin,Rodriguez,LGB,RNO,UA0010,1,2/22/23
E09TC8,6146993879,Kevin,Rodriguez,RNO,JAN,UA0234,2,2/21/23
0TBZRH,7013991896,Anna,Gonzalez,GRR,CLT,UA0859,1,2/23/23
0TBZRH,7013991896,Anna,Gonzalez,CLT,MCO,UA0048,2,2/21/23
2SSRQ5,1583884872,Jason,White,LAX,MKE,UA0926,1,2/23/23
2SSRQ5,1583884872,Jason,White,MKE,IAD,UA0098,2,2/21/23
7TPSCJ,5073198116,Lori,Davis,DCA,JAX,UA0047,1,2/23/23
7TPSCJ,5073198116,Lori,Davis,JAX,YUM,UA0898,2,2/21/23
C4867O,9814064330,Thomas,Jimenez,BHM,OMA,UA0017,1,2/25/23
C4867O,9814064330,Thomas,Jimenez,OMA,SAT,UA0301,2,2/21/23
VJGTTI,5856375227,Kelly,Reynolds,BHM,DAL,UA0479,1,2/25/23
VJGTTI,5856375227,Kelly,Reynolds,DAL,MKE,UA0836,2,2/21/23
ERWAF5,2162808112,Darren,Gibson,BOS,DAL,UA0740,1,2/21/23
ERWAF5,2162808112,Darren,Gibson,DAL,YUM,UA0644,2,2/21/23
GYI69I,8201446767,Antonio,Stewart,PDX,PBI,UA0734,1,2/24/23
GYI69I,8201446767,Antonio,Stewart,PBI,BTV,UA0012,2,2/21/23
CUD0NE,8985254351,Marcus,Wilson,DFW,BNA,UA0973,1,2/24/23
CUD0NE,8985254351,Marcus,Wilson,BNA,ILM,UA0037,2,2/21/23
9CZ563,9440392773,Nicole,Hartman,GPT,EVV,UA0856,1,2/21/23
9CZ563,9440392773,Nicole,Hartman,EVV,JAC,UA0781,2,2/21/23
GD32JC,1737451022,Lisa,Howard,AGS,MFE,UA0067,1,2/22/23
GD32JC,1737451022,Lisa,Howard,MFE,MEM,UA0450,2,2/21/23
ROXS5K,6140476387,Kevin,Mcdowell,DAL,OMA,UA0501,1,2/21/23
ROXS5K,6140476387,Kevin,Mcdowell,OMA,GPT,UA0294,2,2/21/23
U7R0LE,873726011,Melissa,Fernandez,ORF,MCO,UA0748,1,2/23/23
U7R0LE,873726011,Melissa,Fernandez,MCO,BTV,UA0476,2,2/21/23
